gs,6,43
gt,5,8
gu,4,2
gv,7,48
gw,1,6
gx,8,28
gy,4,15
gz,1,19
ha,6,10
hb,4,47
hc,0,49
hd,6,46
he,4,43
hf,7,27
hg,1,5
hh,6,12
hi,3,46
hj,3,33
hk,4,48
hl,0,9
hm,1,2
hn,7,22
ho,9,23
hp,5,5
hq,1,14
hr,6,3
hs,8,5
ht,9,2
hu,1,32
hv,7,0
hw,5,19
hx,2,6
hy,8,34
hz,9,0
ia,3,14
ib,7,35
ic,9,9
id,5,48
ie,6,30
if,8,2
ig,9,35
ih,9,2
ii,1,9
ij,4,27
ik,0,31
il,6,24
im,7,42
in,9,15
io,0,20
ip,0,30
iq,2,8
ir,9,29
is,4,44
it,6,35
iu,2,19
iv,4,37
iw,7,41
ix,3,17
iy,2,29
iz,5,5
ja,9,19
jb,1,48
jc,4,13
jd,9,15
je,9,19
jf,7,31
jg,4,1
jh,3,2
ji,4,47
jj,0,5
jk,2,24
jl,5,18
jm,5,16
jn,9,18
jo,3,19
jp,1,39
jq,6,6
jr,5,38
js,5,47
jt,5,29
ju,4,22
jv,0,21
jw,7,46
jx,0,29
jy,1,42
jz,8,41
ka,8,35
kb,4,14
kc,2,42
kd,8,31
ke,7,31
kf,9,17
kg,3,39
kh,3,8
ki,7,42
kj,0,0
kk,7,19
kl,5,27
km,7,0
kn,6,22
ko,5,35
kp,3,38
kq,7,38
kr,2,41
ks,7,28
kt,9,22
ku,9,31
kv,3,22
kw,7,6
kx,5,35
ky,7,8
kz,9,22
la,3,2
lb,9,44
lc,8,41
ld,6,18
le,9,40
lf,3,16
lg,0,34
lh,0,31
li,7,0
lj,9,35
lk,2,4
ll,8,30
lm,2,14
ln,6,28
lo,0,27
lp,5,33
lq,0,38
lr,0,31
ls,3,6
lt,9,36
lu,4,41
lv,7,24
lw,0,42
lx,6,42
ly,0,10
lz,8,28
ma,6,2
mb,3,41
mc,4,41
md,8,35
me,7,5
mf,7,42
mg,3,5
mh,5,37
mi,5,35
mj,6,12
mk,6,27
ml,1,35
mm,5,4
mn,6,34
mo,6,36
mp,8,48
mq,7,16
mr,4,32
ms,7,16
mt,6,33
mu,2,36
mv,6,2
mw,6,23
mx,8,24
my,0,0
mz,3,34
na,7,30
nb,4,13
nc,7,8
nd,4,21
ne,3,30
nf,0,24
ng,9,25
nh,1,43
ni,7,33
nj,0,22
nk,5,49
nl,8,10
nm,8,9
nn,3,10
no,5,18
np,1,5
nq,7,1
nr,5,45
ns,2,14
nt,5,20
nu,2,42
nv,2,46
nw,5,32
nx,3,37
ny,3,47
nz,5,7
oa,5,26
ob,9,31
oc,8,26
od,6,39
oe,9,42
of,7,22
og,1,27
oh,8,5
oi,2,0
oj,6,1
ok,1,13
ol,6,45
om,0,47
on,5,12
oo,8,20
op,8,10
oq,9,39
or,0,8
os,5,42
ot,3,13
ou,4,40
ov,6,4
ow,7,42
ox,5,17
oy,7,46
oz,4,18
pa,9,28
pb,1,37
pc,1,10
pd,6,44
pe,0,29
pf,4,14
pg,8,6
ph,0,34
pi,8,37
pj,2,16
pk,2,5
pl,4,0
pm,3,44
pn,7,20
po,0,4
pp,1,10
pq,7,24
pr,4,45
ps,4,48
pt,7,44
pu,4,26
pv,1,2
pw,6,39
px,6,31
py,0,47
pz,7,7
qa,4,40
qb,9,18
qc,5,3
qd,4,37
qe,6,36
qf,5,15
qg,5,14
qh,5,38
qi,2,33
qj,1,22
qk,5,48
ql,7,46
qm,9,48
qn,7,25
qo,3,9
qp,9,6
qq,0,7
qr,0,6
qs,9,16
qt,9,27
qu,1,44
qv,6,10
qw,8,38
qx,6,14
qy,4,15
qz,6,0
ra,0,8
rb,9,2
rc,4,26
rd,6,21
re,1,5
rf,1,35
rg,2,1
rh,5,23
ri,3,44
rj,6,29
rk,6,17
rl,8,35
rm,2,4
rn,5,16
ro,4,22
rp,8,22
rq,0,48
rr,0,4
rs,5,39
rt,5,37
ru,2,1
rv,5,3
rw,9,13
rx,7,49
ry,8,16
rz,2,29
sa,9,15
sb,3,38
sc,3,46
sd,2,38
se,0,6
sf,1,15
sg,8,16
sh,3,43
si,8,33
sj,5,38
sk,6,15
sl,1,28
sm,0,34
sn,0,6
so,4,37
sp,0,35
sq,7,4
sr,5,31
ss,8,37
st,7,47
su,2,17
sv,4,1
sw,7,11
sx,8,11
sy,4,19
sz,8,13
ta,1,18
tb,2,11
tc,2,49
td,5,6
te,6,10
tf,6,9
tg,3,12
th,0,9
ti,1,0
tj,8,11
tk,5,21
tl,1,49
tm,3,47
tn,6,12
to,6,13
tp,1,39
tq,6,26
tr,5,5
ts,5,44
tt,1,18
tu,6,1
tv,7,22
tw,1,6
tx,3,17
ty,3,49
tz,0,7
ua,4,42
ub,7,15
uc,6,34
ud,4,30
ue,6,35
uf,0,9
ug,0,34
uh,5,7
ui,7,4
uj,3,14
uk,5,24
ul,5,10
um,4,7
un,5,27
uo,5,10
up,5,1
uq,0,4
ur,9,8
us,2,39
ut,2,14
uu,3,12
uv,3,28
uw,1,19
ux,6,15
uy,5,27
uz,8,38
va,9,45
vb,6,42
vc,1,26
vd,5,28
ve,3,40
vf,3,3
vg,5,21
vh,3,7
vi,0,14
vj,7,47
vk,2,8
vl,7,38
vm,9,1
vn,0,0
vo,5,37
vp,3,6
vq,2,14
vr,0,18
vs,9,14
vt,1,1
vu,7,31
vv,6,28
vw,3,30
vx,4,17
vy,5,5
vz,4,3
wa,0,34
wb,6,12
wc,4,21
wd,3,38
we,0,28
wf,2,43
wg,5,17
wh,2,20
wi,4,21
wj,3,34
wk,6,47
wl,5,20
wm,2,17
wn,8,42
wo,9,0
wp,4,22
wq,7,34
wr,0,13
ws,2,31
wt,5,20
wu,1,2
wv,2,35
ww,9,33
wx,7,34
wy,0,10
wz,0,17
xa,1,5
xb,5,15
xc,2,18
xd,5,21
xe,4,1
xf,9,15
xg,1,27
xh,8,5
xi,5,42
xj,0,27
xk,6,36
xl,9,44
xm,6,19
xn,6,26
xo,9,47
xp,1,10
xq,2,9
xr,3,46
xs,7,38
xt,9,21
xu,1,11
xv,2,43
xw,1,13
xx,9,24
xy,1,34
xz,9,9
ya,4,15
yb,6,21
yc,9,17
yd,9,7
ye,4,8
yf,4,22
yg,3,5
yh,1,22
yi,9,46
yj,3,37
yk,2,44
yl,8,17
ym,6,17
yn,4,48
yo,4,49
yp,3,22
yq,5,26
yr,0,9
ys,0,38
yt,3,27
yu,4,16
yv,2,48
yw,9,49
yx,1,14
yy,1,49
yz,3,3
za,3,28
zb,2,32
zc,0,2
zd,9,40
ze,2,22
zf,8,37
zg,8,23
zh,3,36
zi,2,42
zj,3,12
zk,5,24
zl,2,10
zm,2,11
zn,7,31
zo,5,22
zp,3,31
zq,4,12
zr,6,7
zs,1,45
zt,4,28
zu,0,7
zv,7,41
zw,6,31
zx,2,31
zy,2,7
zz,7,40
zaa,0,36
zab,8,25
zac,2,13
zad,8,31
zae,1,25
zaf,6,7
zag,5,34
zah,7,14
zai,1,44
zaj,6,3
zak,5,44
zal,2,45
zam,3,25
zan,0,2
zao,0,11
zap,8,14
zaq,1,28
zar,5,19
zas,6,10
zat,8,35
zau,0,2
zav,5,33
zaw,9,16
zax,9,5
zay,2,27
zaz,3,27
zba,3,47
zbb,1,11
zbc,2,24
zbd,8,41
zbe,6,34
zbf,0,43
zbg,4,1
zbh,7,41
zbi,0,1
zbj,1,29
zbk,9,8
zbl,0,25
zbm,6,34
zbn,7,31
zbo,8,6
zbp,1,37
zbq,7,37
zbr,8,6
zbs,4,31
zbt,4,37
zbu,9,26
zbv,1,0
zbw,0,12
zbx,5,40
zby,0,39
zbz,2,14
zca,4,18
zcb,4,47
zcc,8,26
zcd,5,4
zce,4,18
zcf,0,19
zcg,8,32
zch,0,14
zci,7,14
zcj,1,11
zck,1,23
zcl,9,37
zcm,6,10
zcn,6,3
zco,5,12
zcp,4,36
zcq,3,0
zcr,7,28
zcs,9,3
zct,5,15
zcu,4,28
zcv,5,34
zcw,6,40
zcx,5,26
zcy,6,47
zcz,0,29
zda,2,19
zdb,0,26
zdc,7,40
zdd,3,3
zde,0,10
zdf,1,45
zdg,3,20
zdh,5,49
zdi,7,17
zdj,4,17
zdk,1,19
zdl,7,4
zdm,5,4
zdn,4,10
zdo,0,3
zdp,7,11
zdq,6,25
zdr,3,35
zds,9,6
zdt,1,13
zdu,0,30
zdv,8,9
zdw,8,26
zdx,2,28
zdy,3,45
zdz,6,16
zea,1,37
zeb,7,28
zec,7,40
zed,5,28
zee,8,48
zef,4,14
zeg,1,27
zeh,1,38
zei,1,3
zej,3,28
zek,3,27
zel,5,45
zem,5,4
zen,5,17
zeo,9,8
zep,7,38
zeq,0,13
zer,2,17
zes,7,2
zet,1,13
zeu,4,49
zev,8,40
zew,4,15
zex,0,32
zey,4,34
zez,0,16
zfa,2,7
zfb,7,48
zfc,2,45
zfd,8,15
zfe,0,11
zff,0,33
zfg,1,10
zfh,9,1
zfi,4,36
zfj,5,26
zfk,6,25
zfl,6,40
zfm,9,4
zfn,3,22
zfo,0,14
zfp,8,38
zfq,5,0
zfr,7,44
zfs,9,24
zft,4,17
zfu,7,23
zfv,2,18
zfw,5,39
zfx,6,2
zfy,5,28
zfz,9,4
zga,1,9
zgb,9,12
zgc,5,7
zgd,0,45
zge,5,15
zgf,8,35
zgg,1,25
zgh,4,18
zgi,3,9
zgj,9,27
zgk,9,17
zgl,5,46
zgm,7,45
zgn,1,8
zgo,0,41
zgp,6,7
zgq,9,32
zgr,9,29
zgs,2,12
zgt,2,37
zgu,7,17
zgv,5,9
zgw,2,3
zgx,3,24
zgy,3,4
zgz,3,28
zha,5,19
zhb,8,27
zhc,7,24
zhd,0,48
zhe,2,36
zhf,7,39
zhg,5,40
zhh,8,8
zhi,7,10
zhj,7,2
zhk,9,16
zhl,6,32
zhm,8,11
zhn,0,16
zho,2,18
zhp,7,11
zhq,3,26
zhr,6,32
zhs,4,30
zht,2,15
zhu,1,17
zhv,4,3
zhw,1,21
zhx,7,29
zhy,2,42
zhz,8,42
zia,2,4
zib,5,42
zic,4,18
zid,7,33
zie,9,8
zif,9,31
zig,0,43
zih,7,3
zii,0,0
zij,5,30
zik,9,5
zil,4,14
zim,9,8
zin,5,22
zio,2,20
zip,8,17
ziq,2,19
zir,6,25
zis,3,38
zit,1,18
ziu,5,28
ziv,0,36
ziw,6,45
zix,6,16
ziy,1,46
ziz,4,34
zja,4,25
zjb,1,46
zjc,9,37
zjd,4,45
zje,2,4
zjf,7,35
zjg,7,15
zjh,7,18
zji,8,18
zjj,0,19
zjk,6,35
zjl,0,0
zjm,1,27
zjn,4,19
zjo,7,3
zjp,3,9
zjq,7,44
zjr,0,40
zjs,7,8
zjt,6,0
zju,6,40
zjv,7,47
zjw,6,15
zjx,3,43
zjy,0,0
zjz,6,18
zka,2,0
zkb,1,27
zkc,4,41
zkd,8,14
zke,0,19
zkf,3,21
zkg,4,22
zkh,1,38
zki,6,16
zkj,8,20
zkk,1,32
zkl,1,5
zkm,4,24
zkn,7,35
zko,7,31
zkp,4,15
zkq,7,36
zkr,3,23
zks,1,18
zkt,4,42
zku,8,38
zkv,1,1
zkw,1,15
zkx,8,39
zky,1,43
zkz,8,4
zla,8,27
zlb,8,39
zlc,8,43
zld,2,31
zle,9,36
zlf,0,26
zlg,3,32
zlh,8,34
zli,9,22
zlj,5,26
zlk,1,46
zll,2,20
zlm,1,32
zln,8,18
zlo,1,49
zlp,3,16
zlq,7,19
zlr,7,29
zls,3,24
zlt,6,5
zlu,8,15
zlv,7,41
zlw,5,1
zlx,0,34
zly,8,23
zlz,5,46
zma,6,43
zmb,3,48
zmc,6,22
zmd,5,46
zme,8,11
zmf,0,34
zmg,2,12
zmh,5,6
zmi,2,7
zmj,0,11
zmk,3,34
zml,1,7
zmm,6,5
zmn,9,21
zmo,0,4
zmp,9,29
zmq,3,30
zmr,8,1
zms,7,2
zmt,2,2
zmu,0,31
zmv,3,20
zmw,3,8
zmx,4,37
zmy,3,48
zmz,9,8
zna,4,33
znb,5,48
znc,9,36
znd,6,17
zne,8,43
znf,7,44
zng,7,41
znh,5,19
zni,8,10
znj,8,47
znk,5,22
znl,7,17
znm,8,41
znn,8,39
zno,4,13
znp,3,5
znq,5,26
znr,5,18
zns,2,43
znt,7,17
znu,6,2
znv,6,17
znw,2,30
znx,3,45
zny,2,5
znz,0,46
zoa,7,10
zob,2,24
zoc,9,14
zod,7,21
zoe,5,11
zof,3,19
zog,3,39
zoh,1,9
zoi,8,47
zoj,9,2
zok,4,48
zol,4,30
zom,8,34
zon,6,43
zoo,2,3
zop,6,48
zoq,8,46
zor,5,16
zos,8,31
zot,8,10
zou,1,1
zov,8,42
zow,8,11
zox,5,7
zoy,4,44
zoz,9,21
zpa,5,34
zpb,3,45
zpc,8,0
zpd,7,35
zpe,1,14
zpf,6,41
zpg,2,2
zph,1,10
zpi,2,2
zpj,6,13
zpk,7,34
zpl,8,16
zpm,2,33
zpn,8,44
zpo,5,35
zpp,9,9
zpq,3,23
zpr,2,25
zps,9,18
zpt,9,22
zpu,2,0
zpv,3,18
zpw,2,5
zpx,1,7
zpy,6,37
zpz,8,10
zqa,1,5
zqb,2,42
zqc,1,34
zqd,6,0
zqe,6,44
zqf,7,24
zqg,3,4
zqh,0,38
zqi,3,20
zqj,1,7
zqk,6,37
zql,8,48
zqm,4,0
zqn,7,14
zqo,2,12
zqp,2,26
zqq,6,1
zqr,4,9
zqs,5,35
zqt,4,16
zqu,9,9
zqv,1,34
zqw,0,30
zqx,7,30
zqy,9,14
zqz,0,12
zra,2,40
zrb,6,48
zrc,6,1
zrd,2,45
zre,2,26
zrf,3,14
zrg,8,9
zrh,0,2
zri,1,42
zrj,1,23
zrk,4,6
zrl,9,2
zrm,7,47
zrn,4,45
zro,7,19
zrp,0,21
zrq,2,22
zrr,4,16
zrs,3,48
zrt,9,49
zru,9,37
zrv,4,25
zrw,3,26
zrx,8,43
zry,4,35
zrz,7,35
zsa,6,27
zsb,5,22
zsc,0,25
zsd,5,28
zse,4,13
zsf,0,33
zsg,7,38
zsh,2,20
zsi,9,4
zsj,3,0
zsk,2,21
zsl,0,29
zsm,5,47
zsn,4,2
zso,8,43
zsp,3,25
zsq,6,2
zsr,1,23
zss,1,11
zst,5,9
zsu,0,28
zsv,1,44
zsw,6,27
zsx,1,31
zsy,4,9
zsz,4,2
zta,4,0
ztb,8,20
ztc,4,47
ztd,5,27
zte,1,17
ztf,1,9
ztg,7,1
zth,9,26
zti,8,21
ztj,2,23
ztk,4,11
ztl,0,11
ztm,8,1
ztn,8,26
zto,6,11
ztp,6,21
ztq,0,37
ztr,8,44
zts,2,11
ztt,8,32
ztu,9,7
ztv,6,18
ztw,0,15
ztx,5,44
zty,3,6
ztz,9,49
zua,0,22
zub,0,21
zuc,3,3
zud,3,39
zue,6,38
zuf,5,36
zug,5,26
zuh,7,30
zui,6,23
zuj,6,22
zuk,4,9
zul,8,11
zum,9,24
zun,5,26
zuo,5,31
zup,5,32
zuq,9,9
zur,2,8
zus,0,28
zut,1,38
zuu,0,28
zuv,2,18
zuw,1,21
zux,5,2
zuy,9,7
zuz,2,18
zva,9,17
zvb,4,19
zvc,7,26
zvd,0,41
zve,7,36
zvf,3,34
zvg,4,4
zvh,2,49
zvi,1,45
zvj,4,44
zvk,1,15
zvl,8,2
zvm,2,31
zvn,0,33
zvo,6,36
zvp,0,0
zvq,2,34
zvr,9,6
zvs,5,16
zvt,3,48
zvu,8,23
zvv,8,22
zvw,0,33
zvx,7,45
zvy,3,3
zvz,1,29
zwa,1,31
zwb,9,5
zwc,7,10
zwd,4,15
zwe,7,23
zwf,1,6
zwg,0,0
zwh,7,39
zwi,1,44
zwj,2,2
zwk,2,13
zwl,0,10
zwm,4,20
zwn,2,12
zwo,8,44
zwp,0,29
zwq,0,19
zwr,5,20
zws,1,39
zwt,1,17
zwu,5,43
zwv,7,38
zww,0,7
zwx,3,5
zwy,0,43
zwz,4,45
zxa,2,20
zxb,7,35
zxc,3,2
zxd,6,34
zxe,0,31
zxf,5,5
zxg,6,36
zxh,6,10
zxi,9,8
zxj,5,14
zxk,4,37
zxl,8,40
zxm,2,37
zxn,0,30
zxo,8,11
zxp,8,3
zxq,4,10
zxr,8,44
zxs,7,42
zxt,9,26
zxu,8,21
zxv,1,6
zxw,7,2
zxx,9,26
zxy,2,42
zxz,8,45
zya,9,22
zyb,5,4
zyc,3,20
zyd,1,8
zye,3,44
zyf,4,11
zyg,6,22
zyh,5,29
zyi,7,35
zyj,3,28
zyk,2,23
zyl,2,47
zym,5,8
zyn,8,15
zyo,6,6
zyp,8,43
zyq,7,31
zyr,9,18
zys,8,0
zyt,2,25
zyu,6,20
zyv,8,41
zyw,3,44
zyx,3,32
zyy,9,19
zyz,9,47
zza,3,29
zzb,6,12
zzc,3,46
zzd,2,38
zze,3,43
zzf,9,29
zzg,6,6
zzh,7,39
zzi,5,22
zzj,5,32
zzk,5,36
zzl,8,35
zzm,6,6
zzn,0,15
zzo,0,35
zzp,5,32
zzq,9,3
zzr,4,11
zzs,1,47
zzt,0,32
zzu,7,14
zzv,4,23
zzw,5,49
zzx,4,49
zzy,3,15
zzz,8,12
zzaa,4,31
zzab,7,37
zzac,3,40
zzad,4,49
zzae,3,38
zzaf,5,9
zzag,6,12
zzah,4,34
zzai,8,21
zzaj,1,48
zzak,6,16
zzal,2,32
zzam,5,41
zzan,4,40
zzao,6,47
zzap,1,28
zzaq,5,28
zzar,6,39
zzas,5,7
zzat,9,32
zzau,1,45
zzav,1,12
zzaw,0,18
zzax,5,39
zzay,6,17
zzaz,4,25
zzba,9,41
zzbb,4,22
zzbc,7,39
zzbd,9,9
zzbe,2,36
zzbf,4,24
zzbg,8,11
zzbh,5,28
zzbi,6,13
zzbj,0,29
zzbk,4,38
zzbl,8,7
zzbm,8,29
zzbn,4,1
zzbo,9,17
zzbp,3,34
zzbq,3,10
zzbr,1,3
zzbs,1,37
zzbt,6,4
zzbu,7,45
zzbv,6,0
zzbw,9,45
zzbx,9,42
zzby,9,12
zzbz,1,36
zzca,4,9
zzcb,4,47
zzcc,7,49
zzcd,9,35
zzce,4,26
zzcf,7,31
zzcg,3,14
zzch,2,8
zzci,5,5
zzcj,2,22
zzck,2,0
zzcl,5,30
zzcm,4,40
zzcn,1,15
zzco,4,15
zzcp,7,23
zzcq,4,19
zzcr,7,14
zzcs,7,32
zzct,9,43
zzcu,3,36
zzcv,0,22
zzcw,3,7
zzcx,6,5
zzcy,1,44
zzcz,1,46
zzda,5,28
zzdb,6,18
zzdc,5,48
zzdd,6,35
zzde,1,13
zzdf,9,40
zzdg,3,7
zzdh,2,39
zzdi,9,33
zzdj,6,43
zzdk,4,19
zzdl,5,18
zzdm,4,24
zzdn,7,44
zzdo,8,26
zzdp,5,5
zzdq,5,49
zzdr,2,39
zzds,0,26
zzdt,7,10
zzdu,4,8
zzdv,7,39
zzdw,6,11
zzdx,0,18
zzdy,2,40
zzdz,2,11
zzea,9,20
zzeb,4,47
zzec,8,9
zzed,3,35
zzee,2,36
zzef,3,13
zzeg,5,40
zzeh,8,8
zzei,8,28
zzej,3,32
zzek,0,14
zzel,3,46
zzem,5,36
zzen,6,12
zzeo,1,27
zzep,7,41
zzeq,2,5
zzer,1,17
zzes,0,46
zzet,7,5
zzeu,0,36
zzev,0,24
zzew,7,43
zzex,3,6
zzey,1,12
zzez,3,31
zzfa,4,11
zzfb,7,45
zzfc,3,31
zzfd,9,45
zzfe,8,27
zzff,1,38
zzfg,7,21
zzfh,3,47
zzfi,8,2
zzfj,6,0
zzfk,4,15
zzfl,5,34
zzfm,3,31
zzfn,6,17
zzfo,2,17
zzfp,2,9
zzfq,9,31
zzfr,8,0
zzfs,8,32
zzft,7,0
zzfu,3,6
zzfv,1,44
zzfw,2,24
zzfx,1,43
zzfy,7,16
zzfz,2,8
zzga,3,38
zzgb,8,5
zzgc,0,18
zzgd,9,24
zzge,2,42
zzgf,4,24
zzgg,0,43
zzgh,8,44
zzgi,9,37
zzgj,6,17
zzgk,9,14
zzgl,8,27
zzgm,9,39
zzgn,5,10
zzgo,9,35
zzgp,8,11
zzgq,0,39
zzgr,1,32
zzgs,6,2
zzgt,2,6
zzgu,0,27
zzgv,6,34
zzgw,7,40
zzgx,7,24
zzgy,0,0
zzgz,3,20
zzha,2,28
zzhb,8,42
zzhc,6,23
zzhd,9,2
zzhe,8,20
zzhf,5,42
zzhg,1,21
zzhh,7,0
zzhi,5,43
zzhj,4,6
zzhk,7,40
zzhl,8,15
zzhm,6,39
zzhn,5,0
zzho,5,11
zzhp,4,22
zzhq,4,34
zzhr,4,24
zzhs,9,3
zzht,7,47
zzhu,3,27
zzhv,6,34
zzhw,1,3
zzhx,4,35
zzhy,6,26
zzhz,7,25
zzia,5,46
zzib,9,30
zzic,0,39
zzid,6,21
zzie,7,42
zzif,9,8
zzig,6,21
zzih,2,5
zzii,0,36
zzij,0,11
zzik,2,47
zzil,2,37
zzim,6,0
zzin,2,5
zzio,7,43
zzip,3,44
zziq,7,1
zzir,2,31
zzis,1,24
zzit,2,28
zziu,8,31
zziv,9,40
zziw,1,11
zzix,6,48
zziy,1,31
zziz,4,10
zzja,1,44
zzjb,1,17
zzjc,7,0
zzjd,9,35
zzje,9,11
zzjf,8,28
zzjg,9,12
zzjh,0,22
zzji,5,1
zzjj,9,44
zzjk,0,25
zzjl,3,20
zzjm,2,21
zzjn,2,46
zzjo,5,37
zzjp,3,10
zzjq,2,9
zzjr,2,28
zzjs,3,49
zzjt,9,28
zzju,5,9
zzjv,6,48
zzjw,2,15
zzjx,6,25
zzjy,2,21
zzjz,4,33
zzka,0,15
zzkb,1,26
zzkc,1,32
zzkd,4,29
zzke,0,13
zzkf,0,11
zzkg,4,33
zzkh,4,45
zzki,3,3
zzkj,0,24
zzkk,3,40
zzkl,5,11
zzkm,0,25
zzkn,5,7
zzko,9,11
zzkp,0,18
zzkq,0,13
zzkr,6,40
zzks,0,48
zzkt,1,34
zzku,0,48
zzkv,5,14
zzkw,0,32
zzkx,6,13
zzky,5,6
zzkz,2,37
zzla,6,23
zzlb,6,49
zzlc,1,49
zzld,9,28
zzle,6,13
zzlf,1,3
zzlg,2,3
zzlh,9,13
zzli,0,27
zzlj,8,25
zzlk,2,25
zzll,5,16
zzlm,3,42
zzln,0,44
zzlo,0,48
zzlp,0,27
zzlq,9,21
zzlr,0,36
zzls,2,26
zzlt,7,5
zzlu,1,3
zzlv,6,42
zzlw,4,20
zzlx,7,18
zzly,2,36
zzlz,6,17
zzma,9,49
zzmb,4,1
zzmc,5,38
zzmd,8,27
zzme,3,35
zzmf,1,48
zzmg,2,19
zzmh,6,48
zzmi,8,32
zzmj,2,10
zzmk,0,23
zzml,1,5
zzmm,5,40
zzmn,8,39
zzmo,6,33
zzmp,3,48
zzmq,9,19
zzmr,0,38
zzms,3,13
zzmt,8,15
zzmu,6,16
zzmv,1,33
zzmw,8,2
zzmx,2,32
zzmy,0,48
zzmz,9,28
zzna,5,41
zznb,9,24
zznc,8,10
zznd,8,5
zzne,5,31
zznf,2,48
zzng,3,12
zznh,4,1
zzni,6,31
zznj,9,4
zznk,4,19
zznl,8,42
zznm,5,15
zznn,7,47
zzno,7,40
zznp,2,30
zznq,8,26
zznr,0,34
zzns,1,5
zznt,2,13
zznu,2,40
zznv,1,1
zznw,5,32
zznx,6,16
zzny,9,24
zznz,4,0
zzoa,7,45
zzob,3,2
zzoc,4,22
zzod,9,22
zzoe,7,27
zzof,6,43
zzog,5,37
zzoh,2,22
zzoi,3,15
zzoj,4,34
zzok,8,22
zzol,8,21
zzom,0,12
zzon,8,12
zzoo,4,8
zzop,6,48
zzoq,5,14
zzor,2,27
zzos,5,32
zzot,3,42
zzou,7,48
zzov,5,16
zzow,6,41
zzox,7,31
zzoy,7,5
zzoz,1,40
zzpa,4,12
zzpb,5,31
zzpc,4,11
zzpd,6,47
zzpe,6,34
zzpf,9,5
zzpg,8,4
zzph,1,32
zzpi,4,44
zzpj,3,24
zzpk,7,28
zzpl,9,10
zzpm,1,12
zzpn,3,11
zzpo,4,42
zzpp,6,45
zzpq,5,10
zzpr,9,17
zzps,9,6
zzpt,2,24
zzpu,2,1
zzpv,0,15
zzpw,4,33
zzpx,2,30
zzpy,9,40
zzpz,0,7
zzqa,2,18
zzqb,4,35
zzqc,6,46
zzqd,3,13
zzqe,9,47
zzqf,9,35
zzqg,8,8
zzqh,6,26
zzqi,7,29
zzqj,9,6
zzqk,9,42
zzql,8,7
zzqm,1,13
zzqn,3,27
zzqo,9,39
zzqp,5,12
zzqq,2,13
zzqr,0,28
zzqs,5,15
zzqt,5,35
zzqu,2,49
zzqv,6,36
zzqw,8,15
zzqx,4,25
zzqy,4,16
zzqz,0,47
zzra,4,28
zzrb,6,5
zzrc,9,8
zzrd,8,32
zzre,5,30
zzrf,9,30
zzrg,7,5
zzrh,0,25
zzri,5,13
zzrj,5,28
zzrk,5,33
zzrl,4,34
zzrm,9,12
zzrn,8,11
zzro,6,47
zzrp,2,18
